title,year,runtime,votes,rating,genre
Boss Moves,2021,92,117,3.1,Drama
"Botticelli, Florence And The Medici",2021,90,134,7.2,Drama
Boulevard! A Hollywood Story,2021,85,256,7,Documentary
Boxing Day,2021,109,1528,5.5,Comedy
Boy Meets Boy,2021,75,684,5.5,Drama
Boys,2021,97,119,5.2,Comedy
Boys on Film 21: Beautiful Secret,2021,123,145,3.9,Drama
Brain Freeze,2021,91,872,4.9,Comedy
Bram Stoker's Van Helsing,2021,85,734,3.1,Horror
Brandy Diaries,2021,144,1436,8.4,Drama
Brave: Gunjyo Senki,2021,115,265,5.2,Adventure
Breaded Life,2021,120,149,6.4,Comedy
Break Every Chain,2021,103,649,5.7,Biography
Break Through the Darkness,2021,112,233,5.4,Drama
Breaking News in Yuba County,2021,96,7552,5.8,Comedy
Breaking Up in Rome,2021,112,1098,6.5,Comedy
Breakout Brothers 2,2021,86,125,5.7,Comedy
Brian Wilson: Long Promised Road,2021,93,1175,7.2,Biography
Bright Green Lies,2021,71,358,5.5,Documentary
Bright: Samurai Soul,2021,80,1156,5.5,Action
Brighton 4th,2021,90,1059,6.8,Comedy
Brigitte Bardot Forever,2021,122,126,5.3,Drama
Brimstone Incorporated,2021,97,198,3.7,Horror
Bring Out the Fear,2021,87,307,3.8,Horror
Bring Your Own Brigade,2021,119,372,7.2,Documentary
Britney vs Spears,2021,93,8327,6.4,Biography
Bro,2021,140,385,7.2,Drama
Broadcast Signal Intrusion,2021,104,3456,5.4,Crime
Broadway: Beyond the Golden Age,2021,81,114,8.1,Documentary
Broken Diamonds,2021,90,361,5.6,Drama
Broken Harts,2021,85,347,6.8,Documentary
Broken Keys,2021,110,355,6.5,Drama
Brother in Love 2,2021,115,4154,6.5,Comedy
Brother's Keeper,2021,85,3617,7.3,Drama
Brotherhood,2021,97,105,6.9,Documentary
"Bruno Reidal, Confessions of a Murderer",2021,101,915,6.6,Biography
"Bröllop, begravning och dop - Filmen",2021,108,226,5,Comedy
Buck Breaking,2021,155,1043,2.6,Documentary
Buckley's Chance,2021,95,510,5.6,Family
Buckskin,2021,80,499,3.1,Action
Buddy Guy: The Blues Chase the Blues Away,2021,83,133,8,Biography
Building a Bridge,2021,96,132,7,Documentary
Bulbule,2021,95,442,8.6,Thriller
Bull,2021,88,9445,6.5,Crime
Bulldozer,2021,83,119,3.3,Crime
Bullet Satyam,2021,103,1039,5.8,Action
Bullhorn Lullaby,2021,92,650,6.1,Comedy
Bullied,2021,70,197,5.1,Drama
Bunty Aur Babli 2,2021,138,4473,4.1,Comedy
Burial Ground Massacre,2021,100,1779,3,Horror
Buried: The 1982 Alpine Meadows Avalanche,2021,96,1348,7.4,Documentary
Burn It All,2021,102,182,4,Thriller
Burning,2021,86,624,7.2,Documentary
Burning Man: The Musical,2021,74,812,5.6,Musical
Burning at Both Ends,2021,110,750,5.3,Drama
Buster's World,2021,92,143,5.6,Comedy
C Section,2021,100,115,6.7,Comedy
C'est magnifique!,2021,98,392,6.1,Comedy
C'est quoi ce papy ?!,2021,103,168,4.9,Adventure
C'mon C'mon,2021,109,40766,7.4,Drama
C.A.M.,2021,100,176,2.4,Horror
C.I.Ape,2021,82,1213,3.2,Comedy
C.O.R.N.,2021,102,532,4.5,Horror
C/O Kaadhal,2021,134,408,7.7,Drama
CODA,2021,111,175397,8,Comedy
COVID-19: Invasion,2021,84,222,2,Action
Cabin,2021,133,622,5.5,Action
Cabras da Peste,2021,97,2101,6.1,Action
Cadejo Blanco,2021,125,207,6.6,Drama
Cadet 1947,2021,111,301,6.3,Drama
Caged,2021,81,614,3.9,Drama
Californie,2021,81,113,6.5,Drama
Calls,2021,151,274,4.3,Drama
Calm Before,2021,109,196,2.5,Thriller
Calm Like a Bomb,2021,82,205,2.3,Action
Cam Girls,2021,85,448,2.9,Romance
Camellia Sisters,2021,115,198,4.8,Drama
Camila Comes Out Tonight,2021,103,268,6.2,Drama
Camp Murder,2021,77,318,3,Drama
Candyman,2021,91,78902,5.9,Horror
Cannibal Troll,2021,84,333,2.5,Horror
Cannon Arm and the Arcade Quest,2021,98,271,7.4,Documentary
Canvas,2021,83,1111,5.6,Animation
Capitol Punishment,2021,139,734,5.5,Crime
Capitu and the Chapter,2021,75,121,6.1,Drama
Captain Nova,2021,86,2281,5.5,Adventure
Captain Volkonogov Escaped,2021,126,2802,7.3,Drama
Captains of Za'atari,2021,73,158,6.8,Documentary
Carajita,2021,86,215,6.6,Drama
Carmen,2021,87,656,6.3,Comedy
Carnaval,2021,94,1071,4.1,Comedy
Carolina's Calling,2021,93,154,3.3,Adventure
Casablanca Beats,2021,101,608,5.9,Drama
Case No 130/2016,2021,102,524,3.6,Drama
Cash,2021,118,4533,6.5,Comedy
Castle Falls,2021,90,3080,5.3,Action
Catch the Bullet,2021,88,687,3.1,Western
Catch the Fair One,2021,85,2601,6.3,Crime
Cato,2021,90,115,6.1,Crime
Catweazle,2021,96,610,5.3,Comedy
Caught by a Wave,2021,99,1609,5.8,Drama
Causality,2021,114,562,5.2,Drama
"Caution, Hazardous Wife: The Movie",2021,119,307,5.7,Action
Celts,2021,106,485,6.8,Drama
Censor,2021,84,21405,6,Horror
Centervagt,2021,85,653,2.2,Comedy
Central Park Dark,2021,81,338,2.2,Thriller
Cerebrum,2021,120,253,3.9,Sci-Fi
Chaavu Kaburu Challaga,2021,137,840,5.8,Comedy
Chaitanyam,2021,132,171,6.6,Drama
Chakra,2021,131,5256,6.3,Action
Chal Mera Putt 3,2021,130,1806,7,Comedy
Chalo Premiddam,2021,150,1559,7.6,Romance
Champions,2021,93,164,7,Comedy
Chandigarh Kare Aashiqui,2021,117,15628,6.7,Crime
Chaos Walking,2021,109,58997,5.7,Action
Character,2021,125,1482,6.5,Crime
Charli XCX: Alone Together,2021,67,455,6.2,Documentary
Charlotte,2021,92,536,6.4,Animation
Charlotte Moon Mysteries: Green on the Greens,2021,107,330,4.9,Comedy
Charming the Hearts of Men,2021,107,2986,6.2,Drama
Chasing,2021,114,113,4.1,Action
Chasing the Line,2021,100,382,6.3,Biography
Chathur Mukham,2021,138,1865,5.7,Horror
Chavalas,2021,91,1024,5.9,Comedy
Check,2021,140,2501,6.4,Action
Checkered Ninja 2,2021,86,2279,6.8,Action
Cheer Haran,2021,98,216,8.7,Documentary
Chehre,2021,139,28231,6.2,Drama
Cheppina Evaru Nammaru,2021,107,117,3.2,Action
Cherish the World,2021,76,140,5.3,Action
Chernobyl: Abyss,2021,136,10931,5.2,Drama
Chernobyl: The Invisible Enemy,2021,57,141,5.6,Documentary
Cherry,2021,142,39380,6.6,Biography
Cheruvaina Dooramaina,2021,111,255,8.6,Drama
Chess Story,2021,110,5095,6.8,Drama
Chhorii,2021,129,6430,6.7,Drama
Chilangolandia,2021,93,612,6.3,Comedy
Child of Kamiari Month,2021,99,1435,5.9,Adventure
Children of the Enemy,2021,97,190,7.1,Documentary
Children of the Mist,2021,92,524,7.6,Documentary
Chinese Doctors,2021,129,1325,4.7,Drama
Chinese Speaking Vampires,2021,80,148,3.7,Action
Chithirai Sevvaanam,2021,128,265,6.6,Drama
Chompy & the Girls,2021,89,1227,5.4,Comedy
Choo Mandhirakaali,2021,128,340,7.5,Fantasy
Chosen,2021,83,123,3,Comedy
Christmas Collision,2021,95,247,3.6,Drama
Christmas Down Under,2021,85,939,4.3,Comedy
Christmas Freak,2021,91,140,3.1,Action
Christmas Is Canceled,2021,95,2020,4.8,Comedy
Christmas Lovers Anonymous,2021,88,435,4.8,Comedy
Christmas Thieves,2021,77,522,5.2,Animation
Christmas Trees 8,2021,94,424,3,Comedy
Christmas at the Ranch,2021,94,901,5.5,Romance
Christmas in Florida,2021,90,364,5.8,Comedy
Christmas in Miami,2021,99,132,3.3,Comedy
Christmas in the Pines,2021,90,655,6.3,Romance
Christmas in the Wilds,2021,86,368,5.6,Romance
Christmas on the Carousel,2021,71,158,4.5,Comedy
Christmas vs. The Walters,2021,91,409,4.5,Comedy
Christmas with Felicity,2021,86,321,5,Drama
Christmas with the Chosen: The Messengers,2021,123,1008,7.9,Music
Chu Liu Xiang: Chief of Thieves,2021,78,115,6,Action
Church People,2021,96,457,5.1,Comedy
Churuli,2021,120,5436,7,Fantasy
Chuzhal,2021,90,274,5.7,Thriller
Cinderella,2021,112,48447,4.4,Comedy
Cinderella,2021,122,1762,4.7,Drama
Cinema Bandi,2021,98,3237,7.8,Comedy
Cinema Sabaya,2021,91,423,7.1,Drama
Cinephilia,2021,110,126,6.4,Comedy
"Cinta Pertama, Kedua & Ketiga",2021,105,423,6.7,Drama
Citizen Ashe,2021,94,397,7.3,Biography
"Civil War (or, Who Do We Think We Are)",2021,100,241,7.7,Documentary
Clairevoyant,2021,90,3737,5.7,Comedy
Clara Sola,2021,106,1749,6.7,Drama
Class Reunion 3,2021,104,931,3.6,Comedy
Claw,2021,81,838,4,Comedy
Claydream,2021,96,228,7.2,Documentary
Clean,2021,94,12165,5.6,Crime
Clerk,2021,115,713,6.9,Biography
Click,2021,127,2130,3.9,Action
Cliff Walkers,2021,120,3227,6.5,Crime
Clifford the Big Red Dog,2021,96,17858,5.9,Adventure
Climax,2021,80,2486,7.2,Crime
Cloudy Clouds,2021,105,240,5.6,Drama
Cloudy Mountain,2021,114,1107,5.3,Action
Clowns in the Woods,2021,90,136,3.1,Horror
Clue: A Love Thriller,2021,123,2053,7,Crime
Coast,2021,96,213,4.6,Drama
Code Name Abdul,2021,114,631,5.3,Crime
Code of Silence,2021,97,205,4.5,Crime
Coffin Homes,2021,111,176,5.1,Comedy
Cold Blooded Killers,2021,90,172,2.5,Action
Cold Case,2021,139,4752,6.1,Horror
Collar Bomb,2021,86,1844,5.1,Action
Collection,2021,87,684,4.2,Crime
Colors of Love,2021,85,3105,5.6,Drama
Colors of Tobi,2021,81,169,7.1,Documentary
Come Back Anytime,2021,81,199,7.4,Documentary
Come Here,2021,69,110,5.7,Drama
Come Play with Me,2021,80,458,5,Fantasy
Come from Away,2021,106,4211,8.5,Comedy
Comedians,2021,96,278,5.6,Comedy
Coming 2 America,2021,110,78072,5.3,Comedy
Coming Home in the Dark,2021,93,8336,5.7,Crime
Commitment Hasan,2021,147,606,6.6,Drama
Commitment Phobia,2021,84,896,5.6,Comedy
Como Hackear seu Chefe,2021,85,145,6.1,Comedy
Companion,2021,100,901,3.4,Horror
Compartment Number 6,2021,107,16860,7.2,Drama
CompleX,2021,105,101,6,Thriller
Con quién viajas,2021,87,694,5.9,Comedy
Con tutto il cuore,2021,100,168,5.3,Comedy
Concrete_Savanna,2021,106,129,3.8,Horror
Confessions of Felix Krull,2021,114,935,6.4,Comedy
Confessions of an Invisible Girl,2021,91,1480,5.3,Comedy
Confined,2021,89,113,5.8,Horror
Confisco,2021,87,112,6.8,Documentary
Conflicted,2021,130,285,4.3,Crime
Conjuring the Genie,2021,90,789,3.9,Drama
Consequence Karma,2021,92,222,7.8,Drama
Contactee,2021,94,189,3.5,Sci-Fi
Convergence: Courage in a Crisis,2021,113,315,6,Documentary
Cool Abdoul,2021,112,300,6.6,Drama
Cop Secret,2021,98,1341,5.9,Action
Copacul Dorintelor: Amintiri din Copilarie,2021,87,487,7.7,Family
Copilot,2021,118,474,6.3,Drama
Coppelia,2021,82,205,5.5,Animation
Copshop,2021,107,41554,6.2,Action
Coronavirus Conspiracy,2021,87,159,3.1,Comedy
Cortina de Fumaça,2021,110,211,6.2,Documentary
Cosas imposibles,2021,89,1208,7.7,Drama
Cosmic Sin,2021,88,15527,2.5,Action
"Costa Brava, Lebanon",2021,106,1113,6.7,Drama
Costa Concordia - Chronik einer Katastrophe,2021,98,330,6.5,Documentary
Count Me In,2021,81,2317,6.8,Documentary
Counterattack,2021,88,121,4.9,Action
Counting Bullets,2021,72,182,4.3,Action
Couple from the Future,2021,104,661,6.3,Comedy
Courage,2021,90,134,7.2,Documentary
Courting Mom and Dad,2021,90,266,3.3,Family
Cousins,2021,98,709,6.9,Drama
Covid Diaries NYC,2021,39,211,4.3,Documentary
Cow,2021,94,2530,7.1,Documentary
Cowgirls vs. Pterodactyls,2021,73,274,2.6,Action
Crabs!,2021,80,989,4.6,Comedy
"Crack: Cocaine, Corruption & Conspiracy",2021,89,3978,6.7,Crime
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,2021,104,780,7.1,Action
Crazy 2 Crazy,2021,92,218,3.9,Crime
Crazy About Her,2021,102,6695,6.6,Comedy
Crazy Tsunami,2021,78,218,4.3,Adventure
Crazy Uncles,2021,102,929,8.6,Comedy
Crazy Wedding 3,2021,96,230,4.3,Comedy
Creation Stories,2021,105,1606,6.1,Biography
Creatures,2021,103,1373,3.6,Action
Crime Story,2021,98,1536,4,Crime
Crisis,2021,118,14657,6.2,Drama
Cristiano Ronaldo: Impossible to Ignore,2021,59,203,7.1,Biography
Crrush,2021,129,107,4.7,Comedy
Cruel Summer,2021,80,135,3.1,Horror
Cruella,2021,134,278194,7.3,Adventure
Crusaders: Ex Jehovah's Witnesses Speak Out,2021,87,112,7.8,Documentary
Crush Kong Curly,2021,101,335,4.8,Comedy
Cry Macho,2021,104,34978,5.7,Drama
Cryptozoo,2021,95,2284,6.4,Action
Cube,2021,108,2767,4.5,Horror
Cuidado con lo que deseas,2021,91,210,3.2,Family
Cult Following,2021,87,878,4.3,Adventure
Cupid for Christmas,2021,87,273,5.6,Comedy
Curious George: Cape Ahoy,2021,88,125,6.5,Adventure
Curse of Bloody Mary,2021,77,203,2.9,Horror
Cursed Official,2021,95,571,6.5,Comedy
Cusp,2021,92,448,5.7,Documentary
Cut!,2021,78,189,4.6,Comedy
Cutting Corners,2021,88,121,6.9,Drama
Cuñados,2021,95,296,5.8,Comedy
Cyanide Mallika,2021,107,456,8.1,Crime
Cycle,2021,127,639,9.1,Comedy
Cyrano,2021,123,15536,6.4,Drama
Czarna owca,2021,107,688,6.5,Comedy
D Company,2021,91,576,4.3,Action
DOMINO: Battle of the Bones,2021,110,332,3.8,Comedy
DRE7MS,2021,83,104,8.4,Drama
Dachau Liberation,2021,50,327,6.3,Documentary
Dad,2021,76,1670,6.7,Comedy
Dad Rocks,2021,108,176,6.3,Comedy
"Dad, I'm Sorry",2021,128,1134,6.6,Comedy
Dancing Queens,2021,110,2260,5.8,Comedy
Dancing the Twist in Bamako,2021,129,307,6.4,Drama
Danger! Danger!,2021,76,455,2.9,Action
Dangerous,2021,99,10415,5.2,Action
Dangerous Snow Day,2021,90,242,5.8,Thriller
Dark Blood,2021,83,121,5.3,Crime
Dark Cycle,2021,90,242,4.3,Sci-Fi
Dark Heart of the Forest,2021,104,127,5.6,Drama
Dark Ritual,2021,86,106,2.9,Horror
Dark Secrets of a Trillion Dollar Island: Garenne,2021,86,176,7.1,Crime
Dark Spell,2021,92,1332,4.6,Drama
Dark State,2021,93,162,3,Crime
Dark Web: Cicada 3301,2021,104,2717,5,Action
Dark Web: Descent Into Hell,2021,79,1481,3.5,Horror
Darling,2021,150,220,5.4,Comedy
Dashcam,2021,82,758,4.8,Horror
Dashcam,2021,80,7019,4.5,Horror
Dating & New York,2021,91,901,4.8,Comedy
Daughters of Abdul-Rahman,2021,112,561,7.7,Comedy
David Bowie: Out of This World,2021,60,110,5.8,Documentary
David and the Elves,2021,105,970,5.3,Comedy
Dawn Breaks Behind the Eyes,2021,76,2144,5,Action
Dawn of the Beast,2021,82,1090,4.1,Horror
"Dawn, Her Dad & the Tractor",2021,90,272,6.3,Drama
Day Zero,2021,71,248,7.2,Documentary
Dayi: Bir Adamin Hikayesi,2021,125,2951,6.2,Action
Days of Our Lives: A Very Salem Christmas,2021,78,165,6.1,Drama
De nog grotere slijmfilm,2021,81,108,4.7,Adventure
Dead & Beautiful,2021,98,491,4.5,Drama
Dead Again,2021,75,658,2.9,Action
Dead Asleep,2021,86,792,5.8,Biography
Dead Man's Switch: A Crypto Mystery,2021,78,118,6.4,Documentary
Dead in the Water,2021,92,417,4.3,Thriller
Deadlock,2021,97,2334,3.6,Action
Deadly Cuts,2021,90,1429,5.9,Comedy
Deadly Illusions,2021,114,14083,3.8,Crime
Deadly Nightshade,2021,70,188,3.6,Horror
Deadly Promises,2021,81,1268,3.6,Drama
Deadly Switch,2021,87,1506,4.5,Mystery
Deadpool Movie in Lego,2021,108,115,8.3,Action
Deadware,2021,68,1127,4.7,Horror
Dealer,2021,104,1001,6.5,Crime
Dear Best Friend,2021,99,169,5.7,Drama
Dear Evan Hansen,2021,137,19791,6.1,Drama
Dear Future Children,2021,89,3946,7.4,Biography
Dear Megha,2021,121,624,7.2,Drama
Dear Mr. Brody,2021,97,140,6.7,Documentary
Dear Rider: The Jake Burton Story,2021,91,353,7.7,Documentary
Dear Rodeo: The Cody Johnson Story,2021,100,106,8.4,Documentary
Dear Thomas,2021,150,529,7,Biography
Death Alley,2021,94,489,3.5,Biography
Death Knot,2021,103,122,5.3,Horror
Death Link,2021,88,482,3.1,Drama
Death Rider in the House of Vampires,2021,92,400,3.5,Horror
Death Trip,2021,101,334,2.8,Horror
Death Valley,2021,91,2003,4.1,Action
Death and Bowling,2021,64,345,6.2,Drama
Death of a Girlfriend,2021,113,536,5.6,Mystery
Death of a Virgin and the Sin of Not Living,2021,87,319,6.5,Comedy
Deception,2021,105,1898,5.5,Drama
Deck the Heart,2021,104,382,4.6,Romance
Decrypted,2021,112,1999,4.1,Comedy
Dedo,2021,96,534,4.2,Comedy
Deep,2021,101,1912,4.9,Drama
Deep in the Forest,2021,80,242,2.9,Thriller
Defining Moments,2021,88,303,4.4,Comedy
Delicious,2021,112,6453,7,Comedy
Demigod,2021,95,2248,3.6,Drama
Demon Slayer: Kimetsu no Yaiba - Asakusa Arc,2021,103,4349,8.6,Action
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,87,29882,8.6,Action
Demonic,2021,104,6404,4.3,Drama
Den svavelgula himlen,2021,120,155,5.6,Drama
Der Boandlkramer und die ewige Liebe,2021,87,729,5.7,Comedy
Descarrilados,2021,98,998,4.6,Comedy
Descending the Mountain,2021,78,119,6.7,Documentary
Deserted,2021,92,143,5.3,Drama
Desperate Widows,2021,123,123,5.5,Drama
Después de Ti,2021,90,144,5.5,Comedy
Destination Marfa,2021,97,1683,3.9,Sci-Fi
Detainee 001,2021,85,202,6.3,Documentary
Detective Chinatown 3,2021,136,2816,5.6,Action
Detective Conan: The Scarlet Alibi,2021,93,423,6.3,Animation
Detective Conan: The Scarlet Bullet,2021,110,1923,6.2,Action
Detective Sathyabhama,2021,113,1211,5.5,Drama
Dettori,2021,114,108,8.1,Documentary
Devarakondalo Vijay Premakatha,2021,135,1026,6,Drama
Devil in Agbada,2021,115,102,7.6,Action
Devil on Top,2021,104,197,5.2,Comedy
Devil's Five,2021,118,135,3.4,Horror
Devil's Island,2021,71,1153,3.6,Drama
Devil's Triangle,2021,87,565,2.4,Action
Devineni,2021,122,1196,8.1,Drama
Deyyam,2021,98,916,7.3,Horror
Dhamaka,2021,103,42939,6.8,Action
Dhuandhaar,2021,120,121,4.8,Thriller
Dhummas,2021,106,166,7,Romance
Diabolik,2021,134,4188,5.9,Action
Dial 100,2021,104,3873,5.9,Action
Dialogue,2021,100,225,5.8,Drama
Diana,2021,117,1538,4.4,Biography
Diary of a Wimpy Kid,2021,59,4526,5.1,Animation
Dictionary,2021,109,834,6.5,Drama
Die Unbeugsamen,2021,99,240,7.5,Documentary
Die Vergesslichkeit der Eichhörnchen,2021,109,191,6.3,Comedy
Die in a Gunfight,2021,92,3718,4.5,Action
Dietro la notte,2021,90,130,5,Thriller
Digging to Death,2021,96,693,4.5,Horror
Dikkiloona,2021,144,2325,6.2,Comedy
Dimland,2021,75,133,5.1,Fantasy
Dinosaur Hotel,2021,77,775,2,Horror
Dionne Warwick: Don't Make Me Over,2021,95,359,7.7,Biography
Dirty Clothes Are Washed at Home,2021,82,143,5,Comedy
Dirty Tricks,2021,100,230,6.5,Documentary
Disfluency,2021,95,147,6.8,Drama
Distancing Socially,2021,97,106,5.4,Comedy
Ditched,2021,86,870,4,Horror
Divas,2021,80,473,7.6,Documentary
Divaswapna,2021,130,558,7.9,Drama
Django & Django,2021,80,1798,6.9,Documentary
Djibouti,2021,122,1027,4.6,Drama
Do Not Hesitate,2021,91,449,6.7,Thriller
Do You Do You Saint-Tropez,2021,89,1856,5,Comedy
Doba uskoka (The Age of Uskoks),2021,96,112,7.5,Action
Doctor,2021,148,19696,7.4,Action
Doctor Carver,2021,86,284,3.2,Horror
Doctor Prim,2021,88,154,3,Drama
Doctor on Call,2021,92,457,5.9,Comedy
Dog Years,2021,97,376,5.6,Comedy
Dogface: A TrapHouse Horror,2021,75,197,3.3,Horror
Dogtanian and the Three Muskehounds,2021,84,505,5.2,Animation
Dogum,2021,72,106,3.5,Sci-Fi
Doineann,2021,95,174,6.9,Drama
Doll Face,2021,74,200,2,Drama
Dolphin Island,2021,91,202,5.1,Drama
Don't Bet on the Brits,2021,96,109,4.8,Comedy
Don't Breathe 2,2021,98,76710,6,Action
Don't Go Gentle: A Film About IDLES,2021,75,124,7,Documentary
Don't Heal Me,2021,88,151,5.4,Comedy
Don't Kill Me,2021,90,2512,4.3,Fantasy
Don't Let Her In,2021,61,478,4.7,Horror
Don't Look Up,2021,138,632598,7.2,Comedy
Don't Say Its Name,2021,84,609,4.6,Drama
Don't Talk to Strangers,2021,84,131,4.1,Horror
Donny's Bar Mitzvah,2021,79,3126,5.6,Comedy
Doors,2021,84,3618,3.6,Sci-Fi
Double Dad,2021,103,1567,5.6,Comedy
Double Patty,2021,107,602,5.5,Drama
Double Walker,2021,71,444,4.7,Crime
Down in Paris,2021,102,163,4.9,Drama
Down with the King,2021,100,603,5.8,Drama
Downeast,2021,88,265,5.8,Drama
Downfalls High,2021,46,2071,6.9,Drama
Dr. Bird's Advice for Sad Poets,2021,109,1052,6.1,Comedy
Dr. Gama,2021,92,304,7.2,Action
Dragon Fury,2021,88,659,2.9,Fantasy
Dragon Princess,2021,70,199,7.2,Animation
Dragonfly Boy,2021,90,105,5.6,Drama
Drakulov,2021,87,161,3.2,Comedy
Dreamcatcher,2021,108,911,2.5,Horror
Dreamland: The Burning of Black Wall Street,2021,98,207,7.2,Documentary
Dreams on Fire,2021,123,181,7.8,Drama
Drifting,2021,112,1018,6.9,Drama
Drinkwater,2021,110,402,6.5,Comedy
Drishyam 2,2021,152,42528,8.4,Crime
Drive All Night,2021,94,172,4.2,Drama
Drive My Car,2021,179,71310,7.5,Drama
Drowning in Potential,2021,76,226,7.1,Drama
Drunken Birds,2021,105,343,6.7,Drama
Drushyam 2,2021,155,2105,8.1,Crime
Dune World,2021,70,507,1.5,Action
Dune: Part One,2021,155,941459,8,Action
Durov,2021,94,142,6.5,Biography
Dutch,2021,109,628,4.2,Action
Duyster,2021,81,143,5.8,Horror
Dwellers,2021,80,203,2.9,Horror
Dybbuk: The Curse Is Real,2021,112,3062,5,Drama
Dying to Divorce,2021,82,213,7.8,Documentary
Dying to Marry Him,2021,88,199,4.6,Romance
Dynamite,2021,90,2122,4.8,Comedy
Dynasty Warriors,2021,119,2658,4.8,Action
Eagle Wings,2021,130,375,5,Action
Eakam,2021,125,2359,7.2,Adventure
Ear for Eye,2021,88,196,6.5,Drama
Earth Emergency,2021,50,130,6.3,Documentary
Earwig,2021,114,1684,5.3,Drama
East of the Mountains,2021,93,1145,5.7,Action
Easter Bunny Massacre,2021,85,301,3.3,Horror
Eat Your Catfish,2021,74,130,7.4,Documentary
Eating Our Way to Extinction,2021,82,2194,7.6,Documentary
Ebola Rex,2021,72,197,2,Horror
Echoes of Violence,2021,106,458,5.2,Crime
Echoes of the Past,2021,99,1447,6.4,Drama
Edge of the World,2021,104,2981,5.4,Adventure
Ee Kathalo Paathralu Kalpitam,2021,119,1053,6.3,Drama
Eesti matus,2021,93,301,5.4,Comedy
Eeswaran,2021,130,2426,4.3,Action
Eiffel,2021,108,8250,6.2,Biography
Eight Down Toofaan Mail,2021,97,151,7.2,Drama
Eighteen Hours,2021,133,235,4.8,Thriller
Ekannoborti,2021,133,463,6.7,Drama
Ekip Oyunu,2021,79,420,5.7,Horror
El Amarre,2021,77,268,3.4,Horror
El Amigo Visible,2021,71,112,4.6,Crime
El Ascensor,2021,70,675,4.7,Sci-Fi
El Paseo 6,2021,97,251,3.2,Comedy
El Planeta,2021,79,1068,6.3,Comedy
El a kezekkel a papámtól!,2021,97,328,3.5,Comedy
El cuartito,2021,94,142,5.7,Comedy
El niño de los mandados,2021,92,105,6.7,Drama
El poderoso Victoria,2021,117,147,5.3,Adventure
El refugio,2021,91,203,2.6,Comedy
El último tren al rock'n'roll,2021,98,151,4.4,Adventure
El-Kahen,2021,120,147,3.9,Horror
Ellam Sheriyakum,2021,138,1861,6.1,Drama
Embrace Again,2021,125,180,5.5,Comedy
Emergency Declaration,2021,141,10761,6.8,Action
Emma in Love,2021,99,257,6.7,Drama
Emotional Fool,2021,47,152,5.5,Drama
Encanto,2021,102,277982,7.2,Animation
Encounter,2021,108,11259,5.9,Drama
End Game,2021,119,1071,6.2,Action
End of the Line: The Women of Standing Rock,2021,87,121,8.1,Documentary
Endangered Species,2021,101,2863,4.6,Action
Endless Rain,2021,117,505,6.7,Drama
Enemy,2021,159,5154,6.1,Action
Engaged in Vegas,2021,79,1112,4,Comedy
Ennio,2021,150,6516,8.2,Biography
Entanglement,2021,95,123,5.8,Drama
Envoy: Shark Cull,2021,90,290,7.8,Documentary
Erasing Frank,2021,99,400,5.8,Drama
Erida,2021,124,1555,3.9,Thriller
Escape Earth,2021,71,225,3,Action
Escape Room: Tournament of Champions,2021,88,63717,5.7,Action
Escape from Area 51,2021,76,270,2.5,Comedy
Escape from Death Block 13,2021,104,453,4.4,Action
Escape from Mogadishu,2021,121,7813,7,Action
Escape of Shark,2021,66,177,3.7,Action
